-BEGIN HEADER-,,,,,,,,,,,
2021,10,31,5.81,6.85,0.56,408.34,113.58,132.45,14.84,0.45,2.36
2021,11,1,5.67,6.95,0.55,411.3,109.44,133.84,14.32,0.43,2.23
2021,11,2,4.51,6.96,0.44,416.48,88.31,134.98,12.09,0.39,2.05
2021,11,3,5.27,6.88,0.52,415.81,103.83,133.66,13.78,0.43,2.22
2021,11,4,5.04,7.03,0.49,413.28,98.85,137.11,13.48,0.41,2.08
2021,11,5,6.01,6.82,0.59,413.96,117.02,131.55,15.08,0.45,2.41
2021,11,6,5.46,6.97,0.53,412.76,105.9,134.69,14.09,0.43,2.21
2021,11,7,2.75,6.75,0.27,416.05,54.67,129.94,7.49,0.22,1.12
2021,11,8,5.05,6.79,0.49,412.55,98.78,132.13,13.23,0.41,2.1
2021,11,9,3.8,6.87,0.38,420.66,74.98,133.4,10.53,0.34,1.8
2021,11,10,4.78,6.78,0.47,420.9,93.86,131.48,12.61,0.4,2.07
2021,11,11,4.61,6.85,0.45,419.45,91.19,133.78,12.44,0.4,2.09
2021,11,12,2.99,6.96,0.3,421.09,60.19,135.95,8.69,0.27,1.41
2021,11,13,4.1,6.94,0.41,421.68,82.16,136.52,11.54,0.38,1.95
2021,11,14,5.83,6.91,0.58,415.65,115.44,135.73,15.22,0.48,2.52
2021,11,15,6.24,6.92,0.62,412.76,122.91,135.47,16.01,0.49,2.63
2021,11,16,3.97,6.85,0.39,417.66,78.84,133.8,11.02,0.35,1.81
2021,11,17,2.33,6.77,0.23,418.62,46.66,131.84,6.77,0.2,1.05
2021,11,18,4.68,6.81,0.46,420.23,92.51,132.88,12.69,0.4,2.09
2021,11,19,4.77,6.83,0.48,419.77,94.62,133.91,13,0.41,2.09
2021,11,20,2.93,6.75,0.29,414.05,58.18,131.57,8.2,0.27,1.36
2021,11,21,5.06,6.58,0.5,412.42,98.68,127.04,12.95,0.4,2.07
2021,11,22,5.38,6.64,0.53,411.05,105.12,128.95,13.82,0.43,2.26
2021,11,23,4.12,6.53,0.41,414.67,80.05,126.23,10.8,0.33,1.7
2021,11,24,5.08,6.78,0.51,410.69,99.63,132.22,13.32,0.41,2.16
2021,11,25,5.23,6.83,0.52,407.7,101.21,132.28,13.55,0.43,2.22
2021,11,26,3.68,6.82,0.37,418.35,72.48,132.17,10.24,0.33,1.67
2021,11,27,4.19,6.71,0.42,420.7,82.96,131.05,11.34,0.34,1.78
2021,11,28,6.14,6.84,0.62,412.82,121.13,134.11,15.93,0.49,2.61
2021,11,29,5.31,6.81,0.53,410.19,104.59,133.23,13.96,0.41,2.16
2021,11,30,4.56,6.71,0.45,418.43,89.57,131.16,12.26,0.39,2.02
2021,12,1,4.25,6.7,0.43,415.47,82.81,130.52,11.45,0.36,1.86
2021,12,2,3.6,6.6,0.36,410.89,70.05,128,9.72,0.3,1.53
2021,12,3,5.74,6.59,0.58,408.66,111.99,128.24,14.42,0.42,2.2
2021,12,4,3.62,6.68,0.36,418.88,71.77,130.93,10.02,0.31,1.59
2021,12,5,5.26,6.58,0.53,413.01,102.74,127.97,13.49,0.42,2.23
2021,12,6,2.9,6.76,0.29,419.35,57.58,133.13,8.38,0.27,1.38
2021,12,7,2.48,6.81,0.25,418.62,49.99,134.35,7.44,0.23,1.19
2021,12,8,6.08,6.84,0.61,406.99,120.21,134.97,15.79,0.48,2.53
2021,12,9,4.49,6.69,0.45,417.38,88.35,131.62,12.18,0.38,1.98
2021,12,10,4.02,6.66,0.41,420.64,78.97,130.97,11.07,0.36,1.84
2021,12,11,4.1,6.62,0.41,418.1,80.01,129.84,11.05,0.35,1.81
2021,12,12,5.04,6.51,0.51,412.9,98.87,127.2,13.09,0.41,2.14
2021,12,13,3.62,6.54,0.37,418.81,70.69,127.77,9.86,0.33,1.68
2021,12,14,5.27,6.52,0.53,412.96,102.01,127.42,13.39,0.41,2.15
2021,12,15,1.8,6.4,0.18,420.12,35.97,124.12,5.2,0.16,0.83
2021,12,16,4.86,6.49,0.49,419.5,94.74,126.2,12.58,0.38,1.96
2021,12,17,3.65,6.62,0.37,419.98,71.66,129.55,10.14,0.31,1.61
2021,12,18,3.4,6.67,0.34,422.86,67.05,131.24,9.59,0.3,1.55
2021,12,19,4.6,6.59,0.46,419.16,89.67,129.07,12.2,0.39,2.04
2021,12,20,5.19,6.62,0.52,416.05,101.8,129.7,13.53,0.42,2.23
2021,12,21,4.02,6.7,0.41,417.87,78.47,131.4,11.02,0.37,1.91
2021,12,22,5.69,6.64,0.57,412.72,111.04,130.03,14.45,0.45,2.29
2021,12,23,2.09,6.66,0.21,415.5,41.61,130.41,6.06,0.19,0.97
2021,12,24,5.22,6.71,0.52,412.12,101.67,131.55,13.62,0.43,2.25
2021,12,25,5.38,6.74,0.54,414.83,106.08,132.67,14.2,0.45,2.38
2021,12,26,5.74,6.79,0.58,413.99,112.98,133.43,14.93,0.47,2.5
2021,12,27,5.3,6.68,0.53,412.63,103.08,130.59,13.67,0.43,2.27
2021,12,28,1.62,6.69,0.16,417.12,32.55,131.06,4.91,0.15,0.78
2021,12,29,3.58,6.64,0.36,419.34,69.77,129.96,9.76,0.31,1.6
2021,12,30,4.33,6.68,0.44,416.18,84.59,130.73,11.75,0.4,2.1
2021,12,31,5.3,6.65,0.53,414.26,104.41,130.39,13.77,0.44,2.33
2022,1,1,2.51,6.62,0.25,420.11,50.68,129.47,7.44,0.25,1.3
2022,1,2,6.01,6.76,0.6,410.99,117.45,131.98,15.14,0.48,2.5
2022,1,3,5.09,6.77,0.51,419.2,99.52,131.98,13.3,0.42,2.21
2022,1,4,5.89,6.86,0.59,415.43,115.7,134.45,15.2,0.47,2.47
2022,1,5,5.91,6.92,0.59,415.95,116.11,135.98,15.34,0.48,2.55
2022,1,6,6.38,6.83,0.64,408.18,125.05,133.67,16.03,0.48,2.5
2022,1,7,5.66,6.81,0.56,409.36,110.89,133.29,14.48,0.45,2.32
2022,1,8,2.86,6.81,0.29,418.28,56.58,132.23,8.31,0.26,1.31
2022,1,9,5.69,6.89,0.57,407.15,111.36,134.49,14.8,0.46,2.44
2022,1,10,6.28,7,0.62,397.01,122.28,135.81,15.82,0.48,2.55
2022,1,11,5.36,6.81,0.53,407.8,103.28,131.36,13.62,0.41,2.14
2022,1,12,6.02,6.73,0.6,398.1,115.41,128.62,14.69,0.45,2.43
2022,1,13,1.68,6.82,0.16,410.77,33.46,131.62,4.9,0.15,0.77
2022,1,14,5.97,6.71,0.59,404.66,115.41,129.12,14.81,0.46,2.45
2022,1,15,5.43,6.72,0.54,412.27,105.88,130.34,14.02,0.45,2.34
2022,1,16,2.76,6.82,0.27,414.77,54.95,133.13,7.94,0.27,1.36
2022,1,17,5.29,6.84,0.52,406.19,103.23,133.45,13.83,0.43,2.24
2022,1,18,6.57,7.02,0.65,402.97,129.66,138.12,16.84,0.51,2.65
2022,1,19,5.85,6.83,0.58,406.16,114.7,133.13,14.88,0.44,2.28
2022,1,20,4.85,6.91,0.48,413.44,94.62,135.13,13.01,0.43,2.22
2022,1,21,3.41,6.77,0.34,412.2,67.09,131.6,9.58,0.31,1.59
2022,1,22,5.52,6.82,0.55,411.83,108.34,133.09,14.45,0.45,2.38
2022,1,23,5.33,6.88,0.52,410.99,105,134.27,14.02,0.43,2.27
2022,1,24,4.51,6.78,0.45,415.57,89.07,131.84,12.12,0.37,1.91
2022,1,25,3.48,6.8,0.34,416.25,69.09,132.27,9.75,0.31,1.59
2022,1,26,4.6,6.81,0.45,415.26,90.09,132.2,12.29,0.39,2.02
2022,1,27,5.68,6.93,0.55,405.09,110.91,134.39,14.58,0.46,2.45
2022,1,28,5.02,6.78,0.49,409.41,97.2,130.7,12.88,0.4,2.08
2022,1,29,4.1,6.79,0.4,407.37,79.66,130.25,10.83,0.35,1.8
2022,1,30,4.75,6.93,0.46,406.19,91.51,133.05,12.31,0.39,2.01
2022,1,31,6.22,7.06,0.61,399.84,120.47,136.05,15.53,0.48,2.52
2022,2,1,6.21,6.95,0.6,404.29,120.23,133.96,15.39,0.48,2.55
2022,2,2,5.26,6.88,0.51,419.87,103.07,133.36,13.71,0.45,2.35
2022,2,3,4.29,6.96,0.41,417.33,84.79,135.94,11.77,0.38,1.99
2022,2,4,5.22,6.86,0.51,416.02,101.98,133.27,13.51,0.41,2.16
2022,2,5,4.29,7,0.41,413.41,84.62,136.34,11.66,0.38,1.91
2022,2,6,5.01,6.97,0.48,414.27,99.05,136.42,13.41,0.42,2.18
2022,2,7,3.18,6.89,0.3,415.2,63.23,134.01,8.89,0.29,1.51
2022,2,8,3.96,6.88,0.38,413.88,78.87,134.01,10.91,0.36,1.88
2022,2,9,3.75,6.83,0.36,413.52,73.88,132.12,10.14,0.33,1.67
2022,2,10,4.87,6.85,0.47,410.42,94.87,132.48,12.57,0.39,2.02
2022,2,11,3.95,6.78,0.38,414.84,77.52,130.9,10.45,0.34,1.74
2022,2,12,5.47,6.89,0.52,414.59,107.04,133.46,14.01,0.44,2.26
2022,2,13,4.09,6.97,0.39,417.75,80.62,135.77,11.1,0.38,1.95
2022,2,14,1.76,6.95,0.17,409.35,36.3,135.19,5.35,0.17,0.9
2022,2,15,5.37,6.99,0.52,407.96,106.27,136.13,14.18,0.45,2.38
2022,2,16,5.39,6.78,0.52,411.2,106.03,131.44,13.7,0.43,2.23
2022,2,17,3.48,6.97,0.34,421,69.55,135.84,9.89,0.33,1.68
2022,2,18,3.01,7.01,0.29,413.59,61.34,136.91,8.77,0.28,1.47
2022,2,19,6.13,6.98,0.59,413.14,120.82,136.3,15.72,0.51,2.74
2022,2,20,5.57,6.9,0.53,412.26,109.32,133.93,14.26,0.47,2.53
2022,2,21,6.38,6.98,0.61,409.16,125.03,135.62,15.96,0.5,2.65
2022,2,22,3.5,7.11,0.34,416.88,69.51,139.03,9.87,0.34,1.74
2022,2,23,4.42,7.16,0.42,415.95,88.02,140.51,12.38,0.41,2.1
2022,2,24,5.43,7.17,0.52,409.44,107.62,140.47,14.45,0.47,2.5
2022,2,25,3.88,7.04,0.37,414.19,76.93,136.91,10.77,0.36,1.86
2022,2,26,4.31,6.96,0.41,412.44,85.34,135.16,11.51,0.37,1.9
2022,2,27,4.46,6.89,0.42,412.09,88.25,133.79,11.95,0.38,2
2022,2,28,4.82,7.03,0.46,410.95,95.82,137.2,12.8,0.41,2.13
2022,3,1,5.37,7.06,0.51,409.22,106.1,137.8,14.04,0.45,2.34
2022,3,2,5.72,6.93,0.55,412.82,112.51,134.71,14.66,0.47,2.5
2022,3,3,4.67,7.08,0.45,414.78,92.76,138.59,12.67,0.41,2.16
2022,3,4,4.31,7.12,0.41,410.79,84.87,138.84,11.74,0.38,2
2022,3,5,5.31,7.06,0.51,407.35,104.93,137.57,14.1,0.46,2.45
2022,3,6,5.74,7.19,0.55,408.01,113.77,140.77,15.2,0.49,2.61
2022,3,7,4.72,7.15,0.45,413.51,93.43,139.49,12.82,0.43,2.28
2022,3,8,3.3,7.14,0.31,409.57,65.78,139.65,9.28,0.3,1.53
2022,3,9,5.4,6.84,0.52,406.42,105.62,132.41,13.74,0.45,2.37
2022,3,10,5.8,6.99,0.55,409.29,114.41,135.72,14.9,0.48,2.57
2022,3,11,4.87,7.15,0.46,412.95,96.77,139.81,13.23,0.45,2.38
2022,3,12,4.27,7.2,0.41,415.11,84.55,141.05,11.62,0.4,2.12
2022,3,13,2.58,7.29,0.24,413.18,51.85,143.39,7.69,0.27,1.38
2022,3,14,6.08,7.11,0.58,407.01,120.09,138.94,15.77,0.52,2.75
2022,3,15,4.28,7.1,0.41,411.03,85.01,138.65,11.79,0.4,2.09
2022,3,16,3.56,7.06,0.34,408.95,70.32,137.1,9.92,0.32,1.66
2022,3,17,6.03,6.99,0.57,406.54,118.85,136.05,15.54,0.48,2.59
2022,3,18,4.22,7.08,0.4,418.9,83.67,137.93,11.56,0.39,2.08
2022,3,19,4.66,7.03,0.45,413.66,91.7,136.81,12.41,0.41,2.18
2022,3,20,4.67,6.91,0.45,419.8,91.75,133.79,12.35,0.41,2.09
2022,3,21,5.06,7.11,0.48,411.16,100.26,139.11,13.5,0.42,2.22
2022,3,22,5.19,7.19,0.49,411.31,102.38,141.12,13.88,0.45,2.37
2022,3,23,5.14,7.07,0.49,412.81,101.52,138.26,13.71,0.45,2.4
2022,3,24,5.77,7.1,0.55,416.23,113.84,138.78,15.14,0.48,2.54
2022,3,25,3.57,7.06,0.34,414.32,70.16,137.83,9.98,0.33,1.72
2022,3,26,4.16,7.07,0.4,415.19,81.66,137.8,11.35,0.38,2.02
2022,3,27,5.02,7.01,0.48,411.73,98.61,136.73,13.38,0.45,2.31
2022,3,28,2.58,7.2,0.25,412.39,51.71,141.45,7.57,0.27,1.41
2022,3,29,4.06,7.07,0.39,410.73,80.38,138.15,11.28,0.38,1.97
2022,3,30,5.42,7.05,0.52,410.3,106.29,136.75,14.21,0.46,2.41
2022,3,31,5.76,7.2,0.55,403.55,113.42,139.86,15.17,0.49,2.62
2022,4,1,6.8,7.23,0.66,401.25,134.25,141.27,17.48,0.55,2.91
2022,4,2,4.2,7.21,0.41,411.79,83.62,141.2,11.72,0.38,1.96
2022,4,3,4.97,7.22,0.48,407.45,99.02,141.8,13.52,0.43,2.25
2022,4,4,4.12,7,0.4,416.54,82.28,136.99,11.44,0.38,1.99
2022,4,5,3.96,7.13,0.38,413.38,78.86,140.11,11.28,0.39,2.04
2022,4,6,5.34,7.02,0.52,414.19,105.66,137.14,14.22,0.46,2.4
2022,4,7,5.91,6.98,0.58,411.13,117.01,136.52,15.44,0.49,2.63
2022,4,8,3.1,6.96,0.3,415.83,62.3,135.84,9.03,0.3,1.53
2022,4,9,4.61,6.91,0.45,409.65,91.42,134.46,12.53,0.41,2.16
2022,4,10,5.76,6.93,0.56,406.14,113.34,135.16,15.02,0.48,2.47
2022,4,11,2.48,6.91,0.24,409.46,50.47,134.73,7.36,0.23,1.2
2022,4,12,5.44,6.83,0.53,411.12,106.99,132.34,14.05,0.42,2.2
2022,4,13,5.3,6.65,0.52,411.08,103.31,128.36,13.45,0.41,2.12
2022,4,14,3.48,7.09,0.34,414.58,69.52,138.95,9.84,0.33,1.73
2022,4,15,5.01,6.81,0.49,409.91,98.1,131.73,13.16,0.41,2.16
2022,4,16,5.95,6.94,0.59,409.16,117.34,135.41,15.52,0.48,2.53
2022,4,17,5.18,6.71,0.52,410.87,100.64,129.95,13.36,0.43,2.24
2022,4,18,4.52,6.73,0.45,414.72,89.36,131.08,12.2,0.4,2.09
2022,4,19,3.74,6.73,0.38,416.79,74.41,131.14,10.35,0.35,1.84
2022,4,20,3.83,6.54,0.38,411.56,75.62,126.65,10.25,0.34,1.81
2022,4,21,4.46,6.64,0.45,410.34,88.13,129.34,11.89,0.39,2.03
2022,4,22,5.92,6.68,0.59,406.7,116.29,130.21,15.08,0.48,2.54
2022,4,23,5.55,6.76,0.55,411.38,109.82,132.66,14.57,0.45,2.41
2022,4,24,2.6,6.72,0.26,411.33,52.43,131.13,7.34,0.22,1.13
2022,4,25,6.45,6.86,0.65,405.79,127.34,134.19,16.49,0.52,2.77
2022,4,26,3.26,6.77,0.33,415.28,64.44,132.05,9,0.3,1.52
2022,4,27,6.21,6.81,0.62,406.77,122.82,133.77,16.02,0.49,2.55
2022,4,28,4.25,6.78,0.43,412.17,83.93,132.92,11.77,0.37,1.9
2022,4,29,4.83,6.75,0.48,408.45,95.05,132.27,12.99,0.42,2.16
2022,4,30,4.91,6.59,0.5,410.87,96.59,128.5,12.81,0.4,2.03
2022,5,1,4.62,6.63,0.47,412.08,91.2,129.69,12.25,0.38,1.91
2022,5,2,4.83,6.34,0.49,414.04,94.04,122.88,12.23,0.37,1.9
2022,5,3,4.9,6.57,0.5,417.18,95.96,128.41,12.93,0.41,2.09
2022,5,4,4.88,6.52,0.5,411.56,96.56,127.41,12.91,0.41,2.14
2022,5,5,5.54,6.57,0.57,406.92,108.44,128.09,14.29,0.45,2.41
2022,5,6,3.42,6.71,0.35,421.83,66.43,131.41,9.62,0.33,1.71
2022,5,7,4.71,6.35,0.48,414.05,92.72,122.97,12.36,0.4,2.09
2022,5,8,4.56,6.5,0.47,412.66,89.16,126.48,12.02,0.39,2.02
2022,5,9,4.14,6.54,0.43,414.98,81.37,128.25,11.27,0.36,1.86
2022,5,10,5.78,6.56,0.6,414.8,114.49,129.3,14.97,0.45,2.4
2022,5,11,4.71,6.52,0.49,413.25,93.32,127.7,12.64,0.4,2.09
2022,5,12,4.95,6.53,0.52,414.19,97.1,128,13.08,0.41,2.17
2022,5,13,4.8,6.51,0.5,415.3,95.29,128.18,12.84,0.41,2.1
2022,5,14,5.12,6.5,0.53,417.25,101.27,127.92,13.5,0.41,2.16
2022,5,15,3.89,6.46,0.41,416.08,74.43,126.12,10.43,0.33,1.69
2022,5,16,5,6.5,0.52,409.81,97.81,127.64,13.17,0.41,2.08
2022,5,17,2.77,6.54,0.29,412.87,53.85,128.38,7.88,0.24,1.26
2022,5,18,2.63,6.35,0.27,412.24,50.88,123.43,7.46,0.24,1.24
2022,5,19,2.45,6.28,0.26,408.17,47.54,121.45,6.89,0.23,1.14
2022,5,20,2.8,6.35,0.3,413.84,54.05,123.41,7.87,0.26,1.3
2022,5,21,2.44,6.03,0.26,412.71,48.05,116.24,6.73,0.21,1.09
2022,5,22,3.7,6.36,0.39,410.73,70.83,124.16,9.79,0.31,1.59
2022,5,23,5.01,6.39,0.53,406.77,96.95,124.35,12.79,0.38,1.99
2022,5,24,4.89,6.52,0.52,405.14,95.68,126.98,12.81,0.4,2.08
2022,5,25,5.06,6.49,0.54,406.58,98.7,126.72,13.16,0.39,2.02
2022,5,26,4.72,6.49,0.5,409.36,91.52,127.12,12.53,0.38,1.98
2022,5,27,2.65,6.43,0.28,414.07,51.38,125.52,7.38,0.23,1.16
2022,5,28,5.01,6.37,0.53,410.75,98.36,124.98,13.08,0.39,2.04
2022,5,29,4.74,6.43,0.51,410.91,93.41,126.07,12.66,0.38,1.97
2022,5,30,2.92,6.37,0.31,416.67,57.07,124.85,8.15,0.25,1.29
2022,5,31,4.92,6.23,0.53,413.48,95.74,121.51,12.74,0.37,1.88
2022,6,1,3.55,6.1,0.38,407.56,69.64,118.12,9.49,0.28,1.41
2022,6,2,5.16,6.22,0.55,401.48,100.89,120.95,13.2,0.39,2.02
2022,6,3,3.58,6.01,0.38,413.87,69.87,116.09,9.45,0.29,1.48
2022,6,4,3.26,6.31,0.35,409.51,64.27,123.21,9.17,0.29,1.46
2022,6,5,5.06,6.33,0.55,405.94,98.41,123.63,13.09,0.39,2
2022,6,6,5.05,6.36,0.55,404.23,98.9,124.57,13.2,0.39,2.02
2022,6,7,4.74,6.41,0.52,408.65,93.09,126.27,12.6,0.38,1.94
2022,6,8,3.9,6.33,0.42,408.89,76,123.8,10.68,0.33,1.67
2022,6,9,4.65,6.26,0.5,407.51,90.45,122.01,12.19,0.37,1.89
2022,6,10,5.34,6.24,0.58,404.27,103.82,121.55,13.61,0.39,2.02
2022,6,11,2.37,6.18,0.26,409.58,47.27,120.12,6.84,0.2,1.02
2022,6,12,3.43,6.18,0.38,404.93,67.56,120.32,9.37,0.27,1.39
2022,6,13,2.27,6.14,0.24,413.37,45.55,119.45,6.63,0.2,0.99
2022,6,14,2.76,6.15,0.3,415.18,54.81,119.55,7.95,0.24,1.23
2022,6,15,4.52,6.28,0.49,407.6,88.58,122.29,11.88,0.34,1.7
2022,6,16,4.32,6.19,0.47,409.61,84.99,120.43,11.45,0.33,1.69
2022,6,17,5.42,6.17,0.59,404.61,105.46,119.62,13.62,0.38,1.98
2022,6,18,4.86,6.3,0.53,403.62,94.38,121.35,12.38,0.35,1.79
2022,6,19,4.42,6.37,0.48,405.56,84.68,121.95,11.44,0.34,1.73
2022,6,20,4.6,6.11,0.5,406.04,89.3,118.39,11.78,0.34,1.76
2022,6,21,3.56,6.25,0.39,408.7,70.73,122.05,9.8,0.29,1.45
2022,6,22,5.07,6.21,0.55,399.88,98.42,120.12,12.83,0.38,1.95
2022,6,23,4.9,6.29,0.53,403.02,95.3,122.17,12.57,0.37,1.86
2022,6,24,3.58,6.3,0.39,413.73,70.74,123.38,10.02,0.3,1.58
2022,6,25,4.05,6.35,0.44,410.24,78.92,123.33,10.88,0.31,1.59
2022,6,26,4.3,6.37,0.47,406.38,83.88,123.72,11.38,0.33,1.66
2022,6,27,4.41,6.16,0.48,406.77,85.3,118.33,11.36,0.33,1.65
2022,6,28,4.5,6.29,0.49,410.52,87.62,121.97,11.87,0.34,1.76
2022,6,29,4.82,6.27,0.52,406.95,93.76,121.65,12.34,0.34,1.73
2022,6,30,4,6.29,0.44,410.79,77.87,121.48,10.74,0.32,1.62
2022,7,1,4.25,6.37,0.46,412.45,82.81,124.43,11.45,0.34,1.73
2022,7,2,5.55,6.35,0.6,405.28,109.06,124.38,14.23,0.41,2.08
2022,7,3,5.04,6.28,0.55,407.16,98,122.34,13.01,0.38,1.92
2022,7,4,4.49,6.2,0.48,411.33,87.55,120.93,11.75,0.34,1.73
2022,7,5,5.67,6.3,0.62,402.42,110.52,122.55,14.22,0.41,2.13
2022,7,6,5.67,6.44,0.62,400,110.41,125.34,14.26,0.41,2.07
2022,7,7,4.67,6.35,0.51,412.69,91.58,124.13,12.31,0.35,1.81
2022,7,8,5.05,6.36,0.55,412.74,98.9,124.57,13.26,0.38,1.98
2022,7,9,4.18,6.33,0.45,418.11,82.19,124.45,11.38,0.34,1.71
2022,7,10,4.22,6.17,0.45,416.32,83.01,121.05,11.15,0.32,1.6
2022,7,11,5.41,6.41,0.59,407.08,105.82,125.07,13.9,0.39,1.99
2022,7,12,5.08,6.32,0.55,404.03,99.04,122.69,13.01,0.38,1.95
2022,7,13,4.44,6.29,0.48,410.23,86.55,122.37,11.73,0.35,1.79
2022,7,14,5.47,6.31,0.59,410.7,106.94,123.34,14.02,0.41,2.11
2022,7,15,5.44,6.31,0.59,408.8,106.75,123.59,13.99,0.41,2.09
2022,7,16,6.05,6.4,0.65,402.09,118.15,124.89,15.16,0.43,2.26
2022,7,17,6.03,6.44,0.65,400.59,117.62,125.18,15.12,0.44,2.27
2022,7,18,5.81,6.49,0.62,401.13,112.79,125.81,14.64,0.41,2.09
2022,7,19,3.38,6.44,0.36,413.31,65.53,124.57,9.18,0.27,1.38
2022,7,20,3.88,6.44,0.41,412.94,76.07,125.58,10.65,0.32,1.62
2022,7,21,5.01,6.3,0.53,412.29,98,122.79,12.91,0.37,1.87
2022,7,22,3.89,6.28,0.41,419.26,77.15,122.92,10.59,0.31,1.6
2022,7,23,4.38,6.17,0.46,414.51,84.77,119.73,11.34,0.33,1.66
2022,7,24,4.09,6.11,0.43,413.38,79.34,118.07,10.68,0.3,1.55
2022,7,25,3.47,6.26,0.37,415.83,67.1,120.65,9.26,0.28,1.45
2022,7,26,4.26,6.42,0.45,407.09,83.01,124.33,11.25,0.32,1.62
2022,7,27,3.34,6.39,0.35,416.2,65.54,123.82,9.27,0.28,1.45
2022,7,28,5.33,6.47,0.56,404.04,103.82,125.85,13.72,0.41,2.12
2022,7,29,5.01,6.35,0.52,409.27,96.2,120.9,12.49,0.37,1.88
2022,7,30,5.22,6.37,0.55,411.05,100.55,122.3,13.07,0.38,1.93
2022,7,31,5.54,6.32,0.58,397.84,106.13,120.67,13.47,0.38,1.96
2022,8,1,3.64,6.49,0.38,407.69,70.7,126.3,9.87,0.3,1.49
2022,8,2,3.52,6.29,0.37,413.09,67.82,121.14,9.34,0.27,1.36
2022,8,3,4.5,6.46,0.47,410.16,87.66,125.64,11.83,0.34,1.75
2022,8,4,4.86,6.44,0.51,402.65,94.65,124.73,12.55,0.37,1.88
2022,8,5,5.24,6.61,0.55,407.02,101.63,128.07,13.52,0.41,2.09
2022,8,6,5.13,6.73,0.53,406.93,99.73,130.94,13.36,0.39,2.02
2022,8,7,5.68,6.76,0.59,401.92,110.51,130.89,14.53,0.41,2.15
2022,8,8,5.46,6.84,0.56,407.03,106.57,132.75,14.24,0.41,2.16
2022,8,9,6.17,6.77,0.63,403.22,120.23,131.34,15.49,0.44,2.27
2022,8,10,5.48,6.77,0.56,402.33,106.16,130.42,14.01,0.41,2.09
2022,8,11,4.08,6.56,0.42,411.89,78.96,125.77,10.67,0.31,1.56
2022,8,12,4.37,6.35,0.45,415.7,84.47,121.43,11.12,0.33,1.68
2022,8,13,2.82,6.39,0.29,412.48,55.52,122.44,7.59,0.21,1.09
2022,8,14,5.46,6.59,0.55,403.14,104.65,125.55,13.57,0.39,2.03
2022,8,15,6.23,6.93,0.63,397.08,121.83,134.42,15.86,0.45,2.36
2022,8,16,5.74,6.77,0.59,402.41,112.33,131.4,14.69,0.43,-999
2022,8,17,5.27,6.73,0.54,413.66,103.77,131.5,13.91,0.41,2.17
2022,8,18,6.38,6.82,0.65,402.35,125.28,132.82,16.2,0.45,2.27
2022,8,19,3.64,6.25,0.37,410.16,69.72,118.48,8.91,0.24,1.22
2022,8,20,1.32,6.2,0.13,423.41,27.02,116.7,3.85,0.11,0.55
2022,8,21,3.67,6.49,0.37,421.39,71.39,124.37,9.7,0.29,1.45
2022,8,22,4.51,6.07,0.45,407.85,85.88,113.84,10.65,0.3,1.53
2022,8,23,4.77,5.71,0.48,399.37,88.01,104.36,10.28,0.28,1.45
2022,8,24,3.74,5.61,0.38,418.37,70.57,102.26,8.37,0.24,1.25
2022,8,25,5.67,6.37,0.57,403.74,109.14,121.15,13.69,0.39,2.02
2022,8,26,3.13,6.72,0.31,410.76,61.38,129.77,8.52,0.25,1.27
2022,8,27,4.54,6.75,0.45,405.49,89.09,129.98,11.79,0.34,1.74
2022,8,28,4.25,6.81,0.42,406.72,83.91,131.41,11.38,0.35,1.81
2022,8,29,5.65,6.68,0.56,408.34,109.15,127.66,14.08,0.41,2.11
2022,8,30,3.49,6.46,0.34,413,67.77,122.36,9.12,0.27,1.33
2022,8,31,5.53,6.54,0.55,407.92,105.86,123.64,13.45,0.38,1.94
2022,9,1,5.29,6.59,0.52,411.92,101.41,124.02,12.95,0.37,1.9
2022,9,2,5.41,6.55,0.54,411.34,105.16,125,13.55,0.4,2.11
2022,9,3,3.54,6.43,0.35,417.79,69.6,122.05,9.3,0.28,1.45
2022,9,4,2.94,5.85,0.29,415.95,56.6,106.88,7.1,0.2,0.99
2022,9,5,3.04,5.72,0.3,421.45,57.59,103.38,7.15,0.2,1.05
2022,9,6,4.35,6.05,0.43,413.31,82.9,111.59,10.34,0.3,1.59
2022,9,7,5.48,6.58,0.54,407.05,105.37,124.91,13.59,0.39,2.05
2022,9,8,5.72,6.94,0.56,409.3,111.82,133.97,14.79,0.45,2.32
2022,9,9,6.4,7.11,0.62,406.38,126.13,138.55,16.58,0.5,2.6
2022,9,10,5.34,7.05,0.52,409.32,104.4,135.69,14.05,0.42,2.2
2022,9,11,6.4,7.17,0.62,396.42,123.83,137.34,16.06,0.46,2.37
2022,9,12,3.86,6.96,0.38,411.64,76.09,133.98,10.61,0.31,1.59
2022,9,13,6.16,6.91,0.6,402.9,120.2,132.98,15.61,0.45,2.35
2022,9,14,6.6,6.92,0.64,400,128.46,133.12,16.37,0.46,2.39
2022,9,15,5.78,6.93,0.56,406.45,112.92,133.38,14.77,0.43,2.2
2022,9,16,2.52,6.96,0.24,414.35,50,133.12,7.31,0.22,1.11
2022,9,17,5.05,6.65,0.49,411.2,97.55,126.44,12.66,0.37,1.89
2022,9,18,5.8,6.68,0.56,409.04,111.78,127.05,14.25,0.4,2.08
2022,9,19,5.82,6.84,0.56,404.47,111.57,129.87,14.34,0.41,2.09
2022,9,20,5.57,7.05,0.54,402.73,108.47,135.61,14.36,0.42,2.2
2022,9,21,6.04,7.2,0.59,400.26,116.85,138.05,15.45,0.45,2.31
